Species	Locality	Code	PLD	Size_of_settlement	Pre-settlement_growth	Hatching_day_date	Hatching_day_numeric	ChlA	SST	T_loc	Season
Symphodus_ocellatus	COLERA	PS26	10	45.2	4.5	12/07/2014	196	0.209	21.7	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS05	10	41.8	4.2	14/07/2014	198	0.209	22	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS14	10	43.9	4.4	15/07/2014	199	0.209	22.2	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS04	10	46.9	4.7	16/07/2014	200	0.209	22.3	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS31	9	39.3	4.4	18/07/2014	202	0.209	22.5	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS40	9	43.7	4.9	23/07/2014	207	0.21	22.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS01	10	56.2	5.6	27/07/2014	211	0.216	22.1	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS37	9	51.1	5.7	29/07/2014	213	0.218	22.2	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS20	11	52.2	4.7	01/08/2014	216	0.222	22.3	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS36	12	44	3.7	04/08/2014	219	0.222	22.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS38	11	48.2	4.4	11/08/2014	226	0.222	22.5	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS06	9	45.2	5	13/08/2014	228	0.222	22.6	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS39	10	47.7	4.8	02/09/2014	248	0.21	22.2	17.15	Spring/Summer
Symphodus_ocellatus	HERRADURA	LH10	9	40.8	4.5	19/07/2016	206	0.319	23.7	19.3	Spring/Summer
Symphodus_ocellatus	HERRADURA	LH8	NA	50.3	NA	29/07/2016	216	NA	NA	19.3	Spring/Summer
Symphodus_ocellatus	HERRADURA	LH9	10	46.9	4.7	29/07/2016	216	0.265	24.3	19.3	Spring/Summer
Symphodus_ocellatus	HERRADURA	LH7	9	52.1	5.8	03/08/2016	221	0.245	24	19.3	Spring/Summer
Symphodus_ocellatus	HERRADURA	LH11	10	41.3	4.1	04/08/2016	222	0.245	23.9	19.3	Spring/Summer
Symphodus_ocellatus	HERRADURA	LH12	10	53.2	5.3	08/08/2016	226	0.245	23.5	19.3	Spring/Summer
Symphodus_ocellatus	HERRADURA	LH13	8	41.9	5.2	22/08/2016	240	0.245	23.8	19.3	Spring/Summer
Symphodus_ocellatus	XABIA	XAB28	11	34.4	3.1	29/05/2014	152	0.189	20	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB31	10	38.6	3.9	09/06/2014	163	0.175	22.5	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB13	9	39.6	4.4	12/06/2014	166	0.175	22.6	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB11	9	44.8	5	13/06/2014	167	0.175	22.6	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB21	8	44	5.5	14/06/2014	168	0.175	22.6	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB12	9	47.3	5.3	16/06/2014	170	0.175	22.8	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB27	8	40.7	5.1	19/06/2014	173	0.175	22.8	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB32	12	46.5	3.9	19/06/2014	173	0.174	23	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB34	9	40	4.4	19/06/2014	173	0.175	22.9	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB07	9	40	4.4	20/06/2014	174	0.175	23.1	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB10	10	53.4	5.3	21/06/2014	175	0.174	23.1	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB29	11	42.1	3.8	24/06/2014	178	0.172	23.6	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB06	9	39.2	4.4	25/06/2014	179	0.173	23.6	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB14	11	58.4	5.3	25/06/2014	179	0.172	23.8	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB33	9	44.7	5	26/06/2014	180	0.172	23.8	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB05	11	60.6	5.5	06/07/2014	190	0.169	24.6	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB19	10	55.8	5.6	09/07/2014	193	0.169	24.7	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB23	8	35.8	4.5	10/07/2014	194	0.169	24.7	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB35	11	41	3.7	15/07/2014	199	0.169	24.9	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB25	9	43.1	4.8	17/07/2014	201	0.169	24.9	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB03	8	40.3	5	18/07/2014	202	0.169	24.9	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB17	8	36.9	4.6	18/07/2014	202	0.169	24.9	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB30	8	NA	NA	18/07/2014	202	0.169	24.9	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB08	9	43.7	4.9	19/07/2014	203	0.169	25.1	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB16	9	36	4	20/07/2014	204	0.169	25.3	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB36	8	41	5.1	20/07/2014	204	0.169	25.1	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB04	8	35	4.4	22/07/2014	206	0.169	25.4	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB15	9	41	4.6	22/07/2014	206	0.169	25.6	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB02	8	44.6	5.6	26/07/2014	210	0.165	26.4	19.48	Spring/Summer
Symphodus_ocellatus	XABIA	XAB01	9	31.6	3.5	29/07/2014	213	0.16	26.6	19.48	Spring/Summer
Symphodus_tinca	AMETLLA	ALI01	11	34.8	3.2	07/05/2015	131	0.539	18	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI26	11	37.9	3.4	17/05/2015	141	0.539	18.4	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI02	11	33.5	3	19/05/2015	143	0.539	18.6	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI03	9	38.4	4.3	30/05/2015	154	0.355	20.8	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI06	9	34.2	3.8	30/05/2015	154	0.355	20.8	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI09	10	34.1	3.4	31/05/2015	155	0.329	21.5	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI16	9	40.4	4.5	01/06/2015	156	0.308	21.7	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI13	8	35.6	4.5	02/06/2015	157	0.308	21.8	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI14	9	35.9	4	02/06/2015	157	0.308	22.1	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI21	10	40.7	4.1	02/06/2015	157	0.308	22.3	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI28	8	33.8	4.2	02/06/2015	157	0.308	21.8	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI04	9	38.6	4.3	03/06/2015	158	0.308	22.4	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI07	8	30.5	3.8	03/06/2015	158	0.308	22.2	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI10	8	32.6	4.1	03/06/2015	158	0.308	22.2	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI27	9	41.6	4.6	03/06/2015	158	0.308	22.4	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI12	8	36.5	4.6	04/06/2015	159	0.308	22.6	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI20	8	33.3	4.2	04/06/2015	159	0.308	22.6	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI11	8	30.5	3.8	05/06/2015	160	0.308	22.9	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI15	9	34.7	3.9	05/06/2015	160	0.308	22.8	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI18	8	32.6	4.1	05/06/2015	160	0.308	22.9	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI22	10	37.9	3.8	05/06/2015	160	0.308	22.7	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI23	10	42.6	4.3	05/06/2015	160	0.308	22.7	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI25	9	42.6	4.7	05/06/2015	160	0.308	22.8	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI05	8	29.2	3.7	06/06/2015	161	0.308	22.9	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI08	8	32	4	06/06/2015	161	0.308	22.9	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI19	8	33	4.1	06/06/2015	161	0.308	22.9	18.7	Spring/Summer
Symphodus_tinca	AMETLLA	ALI24	8	30.7	3.8	06/06/2015	161	0.308	22.9	18.7	Spring/Summer
Symphodus_tinca	BLANES	BLA08	12	44	3.7	03/05/2014	126	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA13	14	44.3	3.2	04/05/2014	127	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA18	15	48	3.2	05/05/2014	128	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA14	14	43.7	3.1	06/05/2014	129	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA02	11	36.9	3.4	07/05/2014	130	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA09	12	40	3.3	08/05/2014	131	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA17	12	42	3.5	08/05/2014	131	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA20	13	41.7	3.2	08/05/2014	131	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA03	14	41.2	2.9	09/05/2014	132	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA05	13	45.1	3.5	10/05/2014	133	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA30	13	41.2	3.2	10/05/2014	133	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA01	12	38.6	3.2	11/05/2014	134	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA22	13	43.6	3.4	11/05/2014	134	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA04	15	48	3.2	12/05/2014	135	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA06	12	42.7	3.6	12/05/2014	135	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA11	12	42.2	3.5	12/05/2014	135	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA19	13	35.3	2.7	12/05/2014	135	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA07	11	39.6	3.6	13/05/2014	136	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA15	12	37.8	3.2	14/05/2014	137	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA24	13	40.7	3.1	15/05/2014	138	0.339	16.4	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA27	16	45.8	2.9	15/05/2014	138	0.339	16.4	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA32	12	39.6	3.3	15/05/2014	138	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA21	12	39.1	3.3	16/05/2014	139	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA12	11	39.1	3.6	17/05/2014	140	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA23	10	33.9	3.4	17/05/2014	140	0.339	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA25	12	39.3	3.3	17/05/2014	140	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA26	13	44.5	3.4	18/05/2014	141	0.339	16.5	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA16	12	40.4	3.4	23/05/2014	146	0.306	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA28	12	37.2	3.1	23/05/2014	146	0.306	16.6	18.37	Spring/Summer
Symphodus_tinca	BLANES	BLA29	10	31.9	3.2	25/05/2014	148	0.3	16.6	18.37	Spring/Summer
Symphodus_tinca	COLERA	GAR12	18	46.2	2.6	16/05/2015	140	0.474	NA	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR09	10	29	2.9	24/05/2015	148	0.449	17.6	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR18	12	32.5	2.7	25/05/2015	149	0.409	20.5	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR20	9	31.3	3.5	31/05/2015	155	0.315	18.4	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR04	10	34.8	3.5	01/06/2015	156	0.294	19	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR07	10	32.3	3.2	01/06/2015	156	0.294	19	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR01	9	32.4	3.6	02/06/2015	157	0.294	19.3	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR05	9	32.9	3.7	02/06/2015	157	0.294	19.3	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR10	9	30.5	3.4	02/06/2015	157	0.294	19.3	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR23	10	35.2	3.5	03/06/2015	158	0.294	19.6	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR03	9	34.3	3.8	05/06/2015	160	0.294	20.2	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR08	10	34.4	3.4	05/06/2015	160	0.294	20.2	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR11	10	33.4	3.3	05/06/2015	160	0.294	20.2	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR25	10	38.7	3.9	05/06/2015	160	0.294	20.2	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR13	10	31.9	3.2	06/06/2015	161	0.294	20.5	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR19	9	34.1	3.8	06/06/2015	161	0.294	20.4	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR24	9	33.8	3.8	06/06/2015	161	0.294	20.5	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR28	9	34	3.8	07/06/2015	162	0.294	20.8	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR14	9	29.2	3.2	08/06/2015	163	0.294	20.9	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR17	9	30.2	3.4	08/06/2015	163	0.294	20.9	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR29	8	32.2	4	08/06/2015	163	0.294	20.9	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR15	9	37.7	4.2	09/06/2015	164	0.294	21	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR21	9	32.9	3.7	09/06/2015	164	0.294	21	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR27	8	32.1	4	09/06/2015	164	0.294	21	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR22	9	30.2	3.4	13/06/2015	168	0.294	20.9	17.1	Spring/Summer
Symphodus_tinca	COLERA	GAR30	8	35.8	4.5	13/06/2015	168	0.294	20.9	17.1	Spring/Summer
Symphodus_tinca	XABIA	XAB02	10	35.7	3.6	24/05/2015	148	0.209	20.7	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB10	10	34.7	3.5	25/05/2015	149	0.203	20.9	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB03	9	37.2	4.1	26/05/2015	150	0.2	20.9	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB04	10	45.7	4.6	27/05/2015	151	0.19	21.3	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB06	9	37.5	4.2	28/05/2015	152	0.186	21.3	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB01	11	44.7	4.1	29/05/2015	153	0.175	21.6	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB07	10	38.9	3.9	29/05/2015	153	0.177	21.6	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB09	9	32.5	3.6	29/05/2015	153	0.179	21.6	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB05	8	34.9	4.4	30/05/2015	154	0.174	21.6	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB08	11	45.1	4.1	30/05/2015	154	0.17	21.9	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB13	9	32.4	3.6	30/05/2015	154	0.172	21.7	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB11	8	34.2	4.3	01/06/2015	156	0.158	22	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB12	11	42.6	3.9	02/06/2015	157	0.158	22.5	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB14	9	39.6	4.4	02/06/2015	157	0.158	22.5	19.55	Spring/Summer
Symphodus_tinca	XABIA	XAB15	10	39.9	4	02/06/2015	157	0.158	22.5	19.55	Spring/Summer
